conversation_id,data_type,parameter_tested,success,result_value,evidence,total_latency,parameter_name,model_name,timestamp,transcript_length,response_length,prompt_tokens,completion_tokens,total_tokens,api_temperature,api_max_tokens,api_endpoint,model_version
c4a380c6-2e7e-4bc3-93da-7ee864105ba3,type2b,FURTHER_ASSISTANCE,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=120)",120.01606488227844,,,,,,,,,,,,
c5255fb4-39de-420a-b167-50cb0969101e,type2b,FURTHER_ASSISTANCE,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=120)",120.01263499259949,,,,,,,,,,,,
c61d0420-a312-412d-afdb-84d7f3e0c9dd,type2b,FURTHER_ASSISTANCE,True,Met,The agent asked for further assistance and the customer confirmed that there was nothing else they needed help with.,1.605295181274414,Further Assistance,Server3_OpenChat_Mistral,2025-10-11T23:47:25.630040,2994.0,149.0,963.0,33.0,996.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
c82a3322-e1f6-482e-af70-66d6aee9c8c8,type2b,FURTHER_ASSISTANCE,True,Met,The agent asked if there was anything else they could assist with and the customer responded with 'No'.,1.6452641487121582,Further Assistance,Server3_OpenChat_Mistral,2025-10-11T23:47:28.277991,3693.0,136.0,1185.0,34.0,1219.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
c977f98b-fbdf-4cc8-8038-54aaae125b01,type2b,FURTHER_ASSISTANCE,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=120)",120.02055978775024,,,,,,,,,,,,
c9d3573f-7ca1-4865-b3e7-19ba00e56aef,type2b,FURTHER_ASSISTANCE,True,Not Met,"Agent did not ask for further assistance, but tried to understand the issue and promised to forward the concern to the support team.",1.9628169536590576,Further Assistance,Server3_OpenChat_Mistral,2025-10-11T23:49:32.270587,1015.0,171.0,456.0,43.0,499.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
ca0b3e5b-5544-4cff-9e75-eeee8c78f755,type2b,FURTHER_ASSISTANCE,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=120)",120.01684927940369,,,,,,,,,,,,
caeeb01c-ff64-4fbf-99e9-f28eb2435dd9,type2b,FURTHER_ASSISTANCE,True,Not Met,"Agent was unable to resolve the customer's issue regarding the auto-debit and refund, and asked the customer to wait for 48 hours for the EMI status to be updated.",2.4767470359802246,Further Assistance,Server3_OpenChat_Mistral,2025-10-11T23:51:36.775600,3959.0,200.0,1189.0,53.0,1242.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
cb78f5f4-596b-4df6-b858-6c6910d8a157,type2b,FURTHER_ASSISTANCE,True,Met,Agent asked for further assistance regarding a delivery issue and the agent provided a solution.,2.079529047012329,Further Assistance,Server3_OpenChat_Mistral,2025-10-11T23:51:39.860758,4722.0,129.0,4014.0,29.0,4043.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
ccab463f-cd92-48c0-b153-6ef0784dbe96,type2b,FURTHER_ASSISTANCE,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=120)",120.01237678527832,,,,,,,,,,,,
ccbe8e52-e722-4e07-ae5d-911deecc74ba,type2b,FURTHER_ASSISTANCE,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=120)",120.01807475090027,,,,,,,,,,,,
cce5e904-3527-47b4-899a-e786146bf831,type2b,FURTHER_ASSISTANCE,True,Not Met,The agent did not ask for further assistance during the call.,1.3073530197143555,Further Assistance,Server3_OpenChat_Mistral,2025-10-11T23:55:44.212983,3420.0,98.0,1100.0,26.0,1126.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
cde5ab35-a786-4335-8d9e-303b22ca16be,type2b,FURTHER_ASSISTANCE,True,Not Met,The agent asked for further assistance but the user did not request any further assistance.,1.8304989337921143,Further Assistance,Server3_OpenChat_Mistral,2025-10-11T23:55:47.048948,2903.0,130.0,1999.0,34.0,2033.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
cf1a397b-609b-45d2-b8c1-142cc7e77906,type2b,FURTHER_ASSISTANCE,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=120)",120.02492642402649,,,,,,,,,,,,
cf8bc6da-1be5-4af0-82ef-5d5d6c2fbb2a,type2b,FURTHER_ASSISTANCE,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=120)",120.01835989952087,,,,,,,,,,,,
cfe158b5-fdd4-4443-87c6-fab608517513,type2b,FURTHER_ASSISTANCE,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=120)",120.02727675437927,,,,,,,,,,,,
d03cc846-81f6-4a3d-972a-6bc84e738656,type2b,FURTHER_ASSISTANCE,True,Not Met,Agent was asked for a refund and the customer was not satisfied with the waiting time for the issue to be resolved.,2.0875909328460693,Further Assistance,Server3_OpenChat_Mistral,2025-10-12T00:01:53.225304,4920.0,154.0,1378.0,41.0,1419.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
d175b0b0-467a-4833-ac65-46d99cdc4880,type2b,FURTHER_ASSISTANCE,False,API Error,HTTP 400,0.03820204734802246,,,,,,,,,,,,
d17fc9d8-520a-47e5-ad5b-05302bc35f3b,type2b,FURTHER_ASSISTANCE,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=120)",120.0370237827301,,,,,,,,,,,,
d18cc31e-a133-48cd-925a-0b57b6db1666,type2b,FURTHER_ASSISTANCE,True,Not Met,The agent did not ask for further assistance but discussed the customer's concerns and provided information on the next steps.,1.9611620903015137,Further Assistance,Server3_OpenChat_Mistral,2025-10-12T00:03:58.272906,3889.0,165.0,1154.0,41.0,1195.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
