conversation_id,data_type,parameter_tested,parameter_name,model_name,timestamp,success,result_value,evidence,transcript_length,response_length,total_latency,prompt_tokens,completion_tokens,total_tokens,api_temperature,api_max_tokens,api_endpoint,model_version
c4a380c6-2e7e-4bc3-93da-7ee864105ba3,type2a,REASSURANCE,Reassurance,Server3_OpenChat_Mistral,2025-10-11T21:20:09.767632,True,Met,"The agent provided reassurance statements similar to the examples given, indicating that they are addressing the issue and providing support.",0.0,174.0,1.5443708896636963,130.0,36.0,166.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
c5255fb4-39de-420a-b167-50cb0969101e,type2a,REASSURANCE,Reassurance,Server3_OpenChat_Mistral,2025-10-11T21:20:12.308714,True,Met,"The agent provided reassurance statements similar to the examples given, indicating that they are addressing the issue and offering support.",0.0,173.0,1.532196044921875,130.0,36.0,166.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
c61d0420-a312-412d-afdb-84d7f3e0c9dd,type2a,REASSURANCE,Reassurance,Server3_OpenChat_Mistral,2025-10-11T21:20:14.847680,True,Met,"The agent provided reassurance statements similar to the examples given, indicating that they are addressing the issue and offering support.",0.0,173.0,1.531383991241455,130.0,36.0,166.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
c82a3322-e1f6-482e-af70-66d6aee9c8c8,type2a,REASSURANCE,,,,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=120)",,,120.01514387130737,,,,,,,
c977f98b-fbdf-4cc8-8038-54aaae125b01,type2a,REASSURANCE,Reassurance,Server3_OpenChat_Mistral,2025-10-11T21:22:18.454000,True,Met,"The agent provided reassurance statements similar to the examples given, indicating that they are addressing the issue and providing support.",0.0,174.0,1.573639154434204,130.0,36.0,166.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
c9d3573f-7ca1-4865-b3e7-19ba00e56aef,type2a,REASSURANCE,,,,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=120)",,,120.01329493522644,,,,,,,
ca0b3e5b-5544-4cff-9e75-eeee8c78f755,type2a,REASSURANCE,,,,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=120)",,,120.01382398605347,,,,,,,
caeeb01c-ff64-4fbf-99e9-f28eb2435dd9,type2a,REASSURANCE,Reassurance,Server3_OpenChat_Mistral,2025-10-11T21:26:23.092273,True,Met,"The agent provided reassurance statements similar to the examples given, indicating that they are addressing the issue and providing support.",0.0,174.0,1.5822081565856934,130.0,36.0,166.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
cb78f5f4-596b-4df6-b858-6c6910d8a157,type2a,REASSURANCE,,,,False,API Error,"HTTPConnectionPool(host='27.111.72.53', port=3333): Read timed out. (read timeout=120)",,,120.01178193092346,,,,,,,
ccab463f-cd92-48c0-b153-6ef0784dbe96,type2a,REASSURANCE,Reassurance,Server3_OpenChat_Mistral,2025-10-11T21:28:26.792395,True,Met,"The agent provided reassurance statements similar to the examples given, indicating that they are addressing the issue and offering support.",0.0,173.0,1.6748239994049072,130.0,36.0,166.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
ccbe8e52-e722-4e07-ae5d-911deecc74ba,type2a,REASSURANCE,Reassurance,Server3_OpenChat_Mistral,2025-10-11T21:28:30.094717,True,Met,"The agent provided reassurance statements similar to the examples given, indicating that they are addressing the issue and providing support.",0.0,174.0,2.293890953063965,130.0,36.0,166.0,0.1,512.0,http://27.111.72.53:3333/v1/chat/completions,openchat/openchat-3.5-1210
