id	transcript
001eecbe-10b9-4aee-902d-8003ef425d93	"Agent: Hi, good afternoon. This is  calling you from Cred
Customer: Ok.
Agent: Am I speaking to Mister समीर.
Customer: Yes.
Agent: Hi Mister so this call is regarding your insurance  for  vehicle your insurance is going
Customer: ok
Customer: I did it actually it was not possible from cred so I used I was waiting and my time was near in
Customer: So I updated from another source
Agent: Ok.
Agent: Which sure can you please let me know sir if you don't mind
Customer: No issues. ma'am.
Customer: from policy I think
Agent: Ok, which insurer it is sir
Customer: I think so it's from SBI.
Agent: and what was the issue you were getting can you please let me know
Customer: hello
Customer: actually the thing was like I I got a link about January I think so January or february I think
Customer: regarding the insurance update. Ok?
Agent: hmm
Agent: Ok.
Customer: So now my update the insurance is finishing around april first.
Agent: Yes. Ok.
Customer: So I did not upgrade at that time but when it was in like 1 week now it's around  days remaining
Agent: right?
Agent: Yeah.
Customer: So I just went on to that link and it was not updating and then again I went on to search any plus available
Agent: Ok.
Customer: from Cred side.
Customer: but it was not available from there also.
Customer: like to I tried 3 to 4 days but it was not available.
Agent: Good
Customer: and so as it was near  updated from another source
Agent: So sorry to hear about this In future, if you are facing any issues you can just raise a concern from the application the team will get in touch with you you have active policy.
Customer: Ok.
Agent: Ok but however, I'll take this feedback and I will share the feedback to my team. But next time please do check on the cred application. we'll try to give you the best quotation on the best services.
Customer: Yeah.
Customer: Definitely.
Customer: Definitely.
Agent: Yeah, Thank you so much for your valuable time sir. Have a very good day.
Customer: Thank you
Customer: Yeah."
004d9af7-9a03-4d99-aa4e-4651f7a4d598	"Agent: Good evening. This is भावना I am here to assist you. Am I speaking with मुकुल
Customer: Yes you are speaking with  I have a little problem.
Customer: Actually my amount is due around 5000
Agent: जी.
Customer: it is showing in the cred around 1100
Customer: this problem was earlier in the cred app so when I was paying the bill of february
Customer: even even that time also the amount due the cred application was showing more and when I have paid the paid the due amount also then also it was showing pending.
Customer: So what is the problem with this  I'm very new to this seriously I don't know anything about this So please kindly guide me
Agent: Yes, surely I really apologize for the inconvenience. rest sure I will try my best to assist you
Agent: Can you please confirm me the ending digits of the car you are talking about?
Customer: I have 2 card linked with with with the same number.
Customer: 1 1 card is 1 card and with
Customer: digit
Customer: 4 0
Customer: and  1 card is
Agent: Yes.
Customer: triple 0
Customer: and these both cards are telling. So previously when  there was a issue so 1 of the customer care
Agent: Yes.
Customer: told me that sir these  cards are in telling that you have
Customer: link
Customer: So I linked in front of it
Customer: and after that again
Customer: the problem is coming I want to pay my due amount via credit
Customer: but
Customer: it is showing 11000 on ICICI app it is showing 5000
Customer: So if cred will not give me any benefits why I would use the cred cred
Agent: I'm totally understanding your concern and apologize for the inconvenience. So your both card linked
Agent: the due amount is reflecting as 17. पैसे. Right?
Customer: Yeah.
Agent: and the due date is third april 2026
Agent: We are fetching your these details by भारत bill payment system
Customer: Yeah.
Agent: and the statement you have received on sixteenth march but your concern is credit application is searching incorrect statement right
Customer: Yeah, cred I have not seen the statement on the cred application but
Customer: the when I am opening the application it is showing that 11000 thousand is pending but it is not pending actually
Agent: Good
Agent: Yes.
Customer: I have paid 1000 but
Customer: some some of the amount has credited back to me
Customer: because I have booked  book  ticket and I have canceled and
Customer: refund amount has come in the ICICI ICICI bank app
Customer: it has come.
Customer: but in the cred app it is not showing because of that again and again it is showing that I have to pay 11000
Agent: Ok, totally understanding your concern ok and I really apologize for the inconvenience
Agent: So as you are mentioning that you have booked some   tickets and you have received the refund after the bill generation right?
Customer: Yeah yeah sure.
Agent: Yeah. So मुकुल we only fetch statement once in a month  statement was fetched on sixteenth march and you have received the refund after the sixteenth march
Agent: That is why it is not updated on the credit application.
Customer: जी.
Agent: So whenever you will receive the next statement it will update
Agent: because we fetch the statement once in a month only.
Customer: Yeah.
Customer: what should I do should I pay 11000 then
Agent: No no, you can refer your banking application and pay that amount.
Customer: so what is the benefit of using cred app
Agent: but  we fetch statement  in a month
Customer: this is the  this is the glitch from your side.
Agent: This is not
Customer: what is the what is the what is the benefit of using Cred app just for 2 to 3 reward I should use cred app only.
Customer: is totally मतलब
Customer: मतलब seriously you people are doing some work and
Customer: try to do something good  मतलब you people are rating people
Agent: I really apologize  like that but we only fetch statement once in
Customer: last time also I talk with your representative the same answer
Customer: same answer
Agent: but you have received the refund that is why it is not updated
Customer: Hello.
Customer: No.
Customer: So I am telling you
Customer: I have used I am using cred app for
Customer: for repayment of my because I will get some rewards and all
Customer: if you people are not updating the credit card bills and all.
Agent: Ok.
Agent: Ok.
Customer: then there is no point using this  this is this is like any other UPI ten
Agent: So
Customer: I  use भारत  or Google pay pay why will use cred
Agent: we
Customer: Ok, thank you for your time thank you for your time. You have not resolved my problem.
Customer: Ok.
Agent: I really apologize for that but
Customer: Thank you. Thank you"
00fb6889-edef-4b5d-8dfc-3080d02ccd24	"Agent: Hello.
Customer: Hello.
Agent: Very good afternoon sir. This is  calling from Cred. this call regarding your car insurance renewal your alto Is this a good time to talk
Customer: हां बोलिए ना sir
Agent: जी sir last time आपने cred से आपकी alto का insurance renew करवाया था और एक बार आपका
Customer: So
Agent: policy insurance के
Agent: expiry के करीब आया था तो मुझे सिर्फ यह जानना था कि आपको कोई सहायता की assistance की ज़रूरत था आगे बढ़ने से पहले
Customer: नहीं नहीं अभी तो नहीं
Customer: अभी है ना चार तारीख का है मेरा.
Agent: जी.
Agent: चार तारीख का
Customer: last चार तारीख है.
Agent: बिल्कुल बिल्कुल.
Customer: करवा लेंगे उसको
Agent: हां
Agent: ठीक है sir  मैं करवा लीजिए ताकि pre inspection try करना हो ठीक है
Customer: क्या बोले sir
Agent: चार तारीख तक करवा लीजिए sir ताकि pre inspection try करना हो
Customer: हां हां ok
Agent: ठीक है sir और एक बात confirm
Agent: कर लीजिए cross verify
Agent: No claim होने  एक बार confirm कर लीजिए sir आगे बढ़ने से पहले
Agent: ठीक है
Customer: Ok sir.
Agent: ठीक है sir बहुत धन्यवाद आपका आपका दिन शुभ हो. Thank you"
01343fa4-54e8-4eac-a707-ceb817e806b0	"Agent: good afternoon good afternoon  this is data You can calling you from Cred on a recorded line. Is this the right time to talk
Customer: ok
Customer: hmm
Customer: no
Customer: हां.
Customer: कहां से
Agent: Good afternoon. मैं Good afternoon महेश मैं  बात कर रही हूं आपकी  cred team से और मैं recorded line पर हूं क्या  आपसे बात करने की सही समय है
Customer: नहीं कहां से बोल रहे हैं यह नहीं समझ  रहा
Agent: मैं Cred से बात कर रही हूं ना आपकी  और आपके आपने जो policy खरीदा है यह आपके policy के regarding एक follow up call है
Customer: यह ICICI है क्या?
Agent: जो  team से बात कर रहे हैं  app के जरिए आपकी policy purchase
Customer: कौन सी policy
Agent: हां जी.
Customer: vehicle हां बराबर
Agent: यह आपसे बात करने की सही समय
Customer: हां ठीक है
Agent: हम जैसे check कर पा रहे हैं आपने आपका vehicle number जो है  इसके लिए ICICI Lombard के policy purchase किए हैं और इसके लिए inspection pending में थे माफी चाहूंगी आपको  परेशानी हुई है और हम  आपको  करने के लिए call करे हैं तो जैसे हम check कर पा रहे हैं कल रात को ही आपने address  phone number जो है submit कर चुके हैं inspection complete करने के लिए और अभी फ़िलहाल हम check कर पा रहे हैं एक    जो है already assign कर दी गई है ताकि inspection    पाए तो कि अभी भी आपके पास कोई call या कोई message आए
Customer: हां.
Customer: हां
Customer: हां.
Customer: हां
Customer: हां.
Customer: phone आया है
Agent: Ok, तो क्या वह बताया है कि वह अभी complete कर रहे हैं  ऐसा कोई बता दिया गया है already inspection के लिए
Customer: हां वह आऐंगे ऐसा बोला
Agent: ठीक है तो फिर आप kindly inspection complete कर दीजिएगा ताकि further process  policy और यह inspection   पूरा policy  में अगर आपको यह policy के regarding कोई भी   तो कोई भी concern  I mean concern हो आप हमारे support section के द्वारा हमारे साथ बिल्कुल connect कर सकते हैं. Ok
Customer: hello
Customer: वाला
Customer: ok ok
Agent: Thank you so much. मैं आपको और कोई सहायता कर सकती हूं cred के विषय में Ok, तो call खत्म करने से पहले क्या मैं आपको valuable feedback मांग सकता हूं हमारे बातचीत के basis पर  तीन से पांच second लगेंगे.
Customer: नहीं बस thank you.
Customer: हां
Agent: क्या हमारे बातचीत के basis पर महेश जी मैं आपको valuable feedback मांग सकता हु
Customer: नहीं.
Agent: इसमें से तीन से पांच second लगेंगे.
Agent: ठीक है तो फिर मैं call को feedback IVR में भेज रही हूं जिसमें एक से पांच के beach में आप rating share कर पाएंगे इसमें पांच होते हैं बहुत अच्छा और एक होते हैं
Customer: Ok.
Agent: जी क्या मैं call को feedback IVR में भेजूं जहां आप  rating share कर सकते है
Customer: हां sir.
Agent: ठीक है तो क्या आप एक rating feedback IVR के द्वारा देना चाहते हैं तो फिर मैं call को feedback IVR में भेज रही
Customer: हां ठीक है
Agent: Ok, तो फिर मैं feedback IVR में  call भेज रही हूं Cred को choose करने के लिए बहुत बहुत धन्यवाद. आपका दिन शुभ रहे.
Customer: Ok. Ok.
Agent: We request you to rate your experience with our expert on a scale of 1 to 5 with 1 being poor and 5 being excellent.
Agent: Please press the number on your dial pack to
Agent: You have just helped us improve the credit experience for all our members.
Customer: the
Agent: Do reach out again in case of any other concerns.
Agent: Thank you and have a good day.
Customer: Ok."
018cb49c-d7cb-4e60-adda-2bae09c0e59a	"Customer: Yeah.
Agent: Good afternoon. This is Tanya I'm here to assist you today. Am I speaking with अमित?
Customer: क्या
Customer: Yes.
Agent: Thank you for confirming your name असी
Customer: Ma'am
Customer: Yeah.Yeah.
Customer: I just quickly jump into my query actually it's   a query I just want an acknowledgement.
Customer: I have foreclose my cred cash loan just like 10 minutes ago
Agent: Ok.
Customer: I just wanted a acknowledgement or receive like of an noc because see my next  EMI was is also due like on second of third of april
Customer: So I just want to ensure all the e mandate and everything is closed
Agent: hmm
Customer: You know, no extra amount get cut because I have just closed and done the complete payment.
Agent: did you pay the amount through any link or anything
Customer: Yes yes yes. Actually I was facing some issue while when when I was  trying it from the app so I called you guys only
Agent: Ok.
Agent: Yes.
Customer: and you know someone some team share a link of raise
Agent: Right.
Customer: on on my email ID and I did the payment. I have taken a screenshot also.
Agent: please share me the screenshot. I have shared you a link to your registered mobile number via SMS.
Agent: once you will click on the link you will get the option of add attachment.
Agent: set
Customer: do it right away.
Agent: screenshot I'll check and help you
Agent: hmm
Customer: to you
Customer: upload the document Ok.
Customer: Ok.
Customer: हां
Customer: yeah
Customer: Yes. I have done
Agent: Yes, I have just received Please be online. I'm checking.
Customer: हां
Customer: वह तो कल कर देंगे.
Agent: Thank you so much. Yes, we have successfully received the amount of 4 lakh 978 47 rupees and this will update as you have just paid the amount this will update
Customer: Yes.
Customer: ok
Customer: email ID
Agent: like on the same day
Agent: like same day it will be updated
Agent: and if it will not get update on same day it will take maximum 24 hours timeline Ok?
Customer: Ok.
Customer: Ok.
Customer: Ok ok. So after that everything will be like you know the
Agent: Yes.
Agent: Yes, after that you will be download the NOC
Customer: my date everything Yeah. Ok.
Customer: Ok, thank you. Thank you so much. Because I just wanted that information only.
Agent: hmm
Agent: is there anything else I can help you
Customer: No, that would be  Thank you so much.
Agent: Ok. I have a small request from my side before we end this call, may I request you to share your valuable feedback
Customer: Yes yes you can you can you can shift it to the IVR feedback and I'll just do it right away.
Agent: Thank you so much. Thank you for choosing. I hope you have a great day.
Customer: You too.
Agent: We request you to rate your experience with our expert on a scale of 1 to 5 with you have just helped us improve the credit experience for all our members.
Customer: एक minute
Customer: Yes.
Agent: Do reach out again in case of any other concerns.
Agent: Thank you and have a good day."
01c32e43-e03c-47f5-83a4-e836291e235b	"Agent: Hello.
Customer: हां जी.
Agent: जी से बात हो रही है
Customer: जी.
Agent: जी नमस्कार ममता बात कर रही हूं आपके car insurance के renewal के regarding phone किया मैंने
Customer: जी.
Agent: आपने पिछली बार cred से ही  करवाया था sir आपकी
Agent: and
Agent: और इस बार आपकी जो car insurance renewal  के समय आ चुकी है तो हमने एक छोटी सी reminder  reminder set किया था आपके लिए
Agent: अगर आपको कुछ assistance चाहिए कुछ  चाहे quotation समझने के लिए या फिर
Customer: जी.
Agent: Ok चौदह तारीख april को आपकी policy जो है card की वह expire होने वाली है था
Agent: हां जी चौदह
Agent: यह april को.
Customer: Ok ma'am.
Agent: जी आपके लिए कोई callback arrange करवानी है सही समय
Customer: नहीं जी मैं कर लूंगा
Agent: ठीक है
Agent: और यह भी ध्यान दीजिएगा sir कि आगे proceed करने की समय आपकी जो NC भी होती है वह एक बार check कर लीजिएगा.
Agent: ताकि बाद में दिक्कत ना आए claim process में आपको
Customer: ठीक है.
Agent: जी इसके अलावा कुछ जानकारी कुछ और सहायता
Customer: thank
Agent: जी धन्यवाद आपकी समय के लिए अगर आपको    पांच second और ले सकती हूं मैं
Agent: Thank you
Agent: यह call को IVR में जी यह call IVR में forward
Customer: जी.
Customer: जी मैं दी  हूं ma'am अभी
Agent: कोई बात नहीं sir जी धन्यवाद sir. कोई बात नहीं आपका दिन शुभ रहे.
Customer: hmm
Customer: Ok."
022c2fc7-3517-4214-b529-44498eab213e	"Customer: Yes.
Agent: Good morning. This is Falak I am here to assist you. Am I speaking with Uma महेश?
Customer: Yeah.
Agent: Mister राव you have reached out to us about the item which you have purchased from Cred.
Agent: stating that it has not been delivered to you yet
Customer: Yeah.
Agent: You have raised the concern about an item stating that the item has not been delivered to you yet
Customer: Yeah.
Agent: Thank you for the confirmation.
Agent: I'm sorry for the delay and  inconvenience which you are facing with this particular product please don't worry  definitely I will help you out with that
Customer: it's ok thank you
Agent: What I can check here is that yes the item has been  the item I can check  ship status and it is out for delivery
Agent: So the expected delivery timeline for the particular item is third of april till sixth of april
Agent: I would request you to please wait till sixth of april the logistics will definitely try their best to get this item deliver to  at your doorstep on  before sixth of april
Customer: Ok.
Agent: Thank you so much.
Agent: Apart from this,  is there anything else I can help you?
Customer: it's ok.
Agent: Ok. Ok. So before we end this call, may I request you to share your valuable feedback on the basis of the conversation
Customer: Yeah.
Agent: Thank you. Then I'll be transferring the call to the feedback IVR. You can
Customer: Ok.
Agent: You can rate between 1 to 5, 1 being poor and 5 being excellent.
Customer: Ok.
Agent: Thank you for choosing Cred. Hope you have a great day ahead.
Agent: We request you to rate your experience with our expert on a scale of 1 to 5."
0281fdef-53d0-4ac6-9a51-fe723ae830ce	"Customer: Ok.
Agent: Good evening. My name is emi calling you from Cred on a recorded line. Am I speaking with नवीन?
Customer: Yeah.
Agent: thank you so much  for confirming your name. Is this a good time to speak
Customer: hmm
Agent: Ok. So  actually we can see that you have raised a ticket that your vehicle number which is ending with 0 810 the details are incorrectly shown in the Cred Am I correct?
Customer: hmm
Customer: hmm
Customer: vehicle number is correct but the model or the card name is different.
Agent: Ok, I got your concern  I'm very sorry that you are facing this issue but I'll definitely try my best to help you
Agent: Ok?
Agent: So  is it a महेंद्र and महेंद्र 700
Customer: No no, महेंद्र महेंद्र 7
Agent: it's  for you said right
Customer: Yeah yeah.
Agent: Ok. It's ok. It's   right?
Customer: Yeah.
Agent: what is the variant please let me know
Customer: जी.
Customer: automatic deal
Agent: Ok, actually we have option in  but not in automatic
Customer: hmm
Agent: like we have  an option. So this is not the correct right?
Customer: hmm
Customer: This is not the correct
Agent: So I'm very sorry actually you are unable to get it correct but we can raise this concern then it can be corrected for that we need the RC both side Can you please share it with us
Customer: hmm
Customer: Yeah yeah, I'll share
Agent: Sure. So  I am sharing you a link on your SMS. You can click on this link and it will redirect you to the Cred application.
Agent: and you will get an option of add attachment over there please attach both the sides of RC so that we can go ahead with the
Agent: Ok.
Customer: Ok.
Agent: So I request you to please check now that if you have received the link or not
Customer: Yeah. I have received.
Agent: Ok, then I'm on the line. Please check from your end and share the document.
Customer: हां
Customer: हां
Customer: हां
Agent: Sure.
Customer: hmm
Customer: जी.
Customer: तो
Customer: हां.
Agent: let me know please if you are facing any issue.
Customer: actually it is redirect  to only app store cred app is
Agent: Ok, then are you on the homepage
Customer: हां
Customer: No no, I'm just clicking the link and it is redirecting me to the app store.
Agent: hmm
Agent: Ok, then I request you to please go to the home page and you can see the profile section is there. please open the profile section.
Customer: हां.
Customer: Ok.
Customer: wait
Agent: Are you in the profile section
Customer: हां
Customer: हां हां.
Agent: Yes.
Agent: then please check on the top right corner you will be able to see the support section. please open that
Customer: जी.
Customer: Ok.
Customer: एक second.
Customer: where I need to go
Agent: support section on the top right corner
Customer: जी.
Customer: date
Customer: हां.
Customer: ok
Customer: जी.
Agent: Are you on the support section
Customer: possible
Customer: after some time actually I got some work Ok."
02c71b46-97cb-4664-9c00-101b226f912e	"Agent: Good evening. This is प्रशांत I'm here to assist you today. Am I speaking with
Customer: Sir मैंने
Customer: cred से पैसे निकाला card से
Agent: जी.
Customer: ending में डालिए
Agent: pending में
Customer: on hold लिखा रहा
Agent: जी मैं बहुत माफी चाहूंगा आपको समस्या क्या आप confirm करिए मेरी बात  जी से हो रही है
Customer: बोल रहा हूं
Agent: जी confirm करने के लिए धन्यवाद. मैं देख पा रहा हूं यह आपने आज की date पर तीस तारीख को एक payment करी है  हज़ार रुपए की
Customer: Sir मैंने कल नहीं  जिसमें पैसे ही का करके.
Customer: तो sir हो गया लेकिन मैं दुबारा  तो bill का करना  card
Agent: जी.
Customer: उसके लिए   दुबारा
Agent: जी मैं बिल्कुल आपकी बात समझ पा रहा हूं आपसे  माफी चाहूंगा. मैं देख सकता हूं आपने transaction   हज़ार रुपए की की है जिसमें आपने एक हज़ार पांच सौ बीस रुपए का rice fees pay किया था और यह payment आपने तीस march की थी SBI credit card  की  2028 payment आपने   अभी भर जी को की थी
Customer: जी जी अमित कुमार जी
Agent: जी मैं देख पा रहा हूं यह transaction आपकी अभी processing stage में है और बहुत माफ़ी चाहूंगा आपसे इसके लिए
Agent: और इसके regarding मैं आपको बताना चाहूंगा कि यह जो transaction आपकी hold पर है इसका जो maximum   चौबीस घंटे का है उसके  इसका जो status update हो जाएगा और यह payment आपकी इसलिए hold पर है यह security reasons के जैसे hold पर लगा   कि  किसी और ने आपके account से कोई transaction तो नहीं initiate कर दी है और हो सकता है आपके पास call भी receive होगी
Agent: कि यह
Customer: जी sir यह  card हमें card का bill भरना है तो इसलिए थोड़ा सा
Agent: कोई बात नहीं  जी आपके पास एक call receive होगी आपको उस पर  जो भी information पूछेगा उनको बता देना है और वह IVR call होगी system generated तो कोई दिक्कत नहीं है इसमें आपका  पूरी तरीके से  और चौबीस घंटे के अंदर इसका status update हो जाएगा
Customer: ठीक है
Agent: जी मनोज जी इसके अलावा और कुछ सहायता कर सकता हूं
Customer: तो payment तो आ जाएगा ना     sir मेरे  ना  लगने  से late करूंगा card को तो
Agent: हां जी मैं बिल्कुल समझ पा रहा हूं  माफ़ी चाहूंगा हमारी तरफ से पूरी कोशिश रहेगी transaction  successfully complete हो जाए और अगर fail भी होती है तो उसका आपको refund पूरा receive हो जाएगा.
Customer: sir कब तक हो जाएगा थोड़ा जल्दी नहीं हो सकती क्या
Agent: माफ़ी चाहूंगा आपसे यह सब system  system generate transactions होती है manually कोई भी interrupt नहीं किया जा सकता है
Customer: जमा करना था
Agent: मैं आपसे request करूंगा चौबीस घंटे का wait कर लीजिए इसके  transaction के update हो जाएगी.
Customer: ठीक है.sir
Agent: इसके अलावा कुछ सहायता कर सकता हूं मैं आपकी  जी cred से संबंधित? जी ठीक है इस call को end करने से पहले क्या आपसे एक छोटे से feedback की request कर सकता हूं बातचीत के आधार पर
Customer: Ok.
Customer: जी बताइए sir
Agent: जी इस call को अपने feedback IVR पर transfer कर रहा हूं. जहां पर आप एक से लेकर पांच तक  सकते हैं. पांच सबसे अधिक होगा एक सबसे कम. cred को चुनने के लिए धन्यवाद. आपका दिन शुभ हो.
Agent: We request you to rate your experience with our expert on a scale of 1 to 5 with 1 being poor and 5 being excellent.
Agent: Please press the number on your dial pack to
Agent: We won't able to register any input.
Agent: You have just helped us improve the credit experience for all our members."
0304b42a-f5fe-44d2-9d04-4c91ac62a67d	"Agent: Good evening  assist you today. Am I speaking  पंकज?
Customer: Yes.
Agent: Thank you पंकज for confirming your name. So as I can check that you have raised your concern regarding the withdrawal issue that you are facing
Customer: Yes yes yes.
Agent: Ok. So can you please tell me what is the issue that you are facing at the time of withdrawal
Customer: Just
Customer: Correct.
Agent: first of all  thank you for confirming your name
Customer: we got error there are flight we are facing an issue.
Agent: Ok, I'm really sorry to hear that  can you please share me the screenshot of the error that you are facing in the application
Customer: I think install is not
Customer: allow in this application
Agent: Ok. So you can do 1 thing. If you have another phone by you you can simply click on image of the error   showing the application and try to attach it
Customer: ठीक है
Customer: Just
Agent: Ok. So I have shared you a link in your registered mobile number.
Agent: So please check it have you received
Customer: Yes, I have received
Agent: Ok. Just click 1 minute and try to upload that
Agent: will it be possible by saying on the call you can share me the attachment
Customer: Yes, just a minute please.
Agent: Ok sure.
Agent: once you uploaded please let me about that
Customer: yes just a minute
Agent: ok
Customer: हां correct.
Customer: done from my side
Agent: Ok, you are saying something
Customer: done from my side. I have attached
Agent: Ok sure.
Agent: Ok, thank you for sharing the details I have received your charge
Agent: Ok.
Agent: So regarding the same I have raised your concern I just want to inform you
Agent: that is the resolution timeline for this   by april third. So by that time our team will check and give you the update regarding your concern that I have raised for you
Customer: Ok.
Customer: hmm
Agent: Ok.
Agent: just want to inform you the yes and
Customer: Ok.
Agent: regarding the same, I just want to inform you that you will be notified through WhatsApp as well you can check the status in the cred support section of
Customer: Ok ok.
Agent: Ok. I'm really sorry for the inconvenience. Apart from that, do you have any further queries?
Customer: No problem. No problem
Customer: No no.
Agent: Ok.
Agent: So before we end this call, may I request you to share valuable feedback basis on our conversation just take
Customer: अच्छा.
Agent: Am I audible?
Customer: Yes yes yes yes.
Agent: Ok. So I was sani before we end this call, may I request you to share your valuable feedback based on our conversation. just take a
Customer: Yes yes please share
Agent: Ok, thank you. So I will transfer your call to the feedback IVR.  You can
Customer: हां हां
Agent: Ok. So you can do the rating between 1 to 5. 5 being excellent and 1 being poor. Thank you for choosing Cred. I hope you have a great day ahead.
Customer: Ok. Thank
Agent: Thank you
Agent: We request you to rate your experience with our expert on a scale of 1 to 5 with 1 being poor and 5 being excellent.
Customer: Yeah.
Agent: Please press the number on your dial pack to
Agent: You have just helped us improve the credit experience for all our members.
Agent: Do reach out again in case of any other concerns.
Customer: हां.
Agent: Thank you and have a good day."
